timestamp,voltage,current,temperature,iddq,prop_delay,criticality_level,label
2026-03-30T00:00:58.000Z,4.9768,1.1978,124.7863,9.27,4.538,2,normal
2026-03-30T00:00:59.000Z,4.9719,1.2015,124.359,9.87,4.558,2,normal
2026-03-30T00:01:00.000Z,4.9695,1.2015,124.7009,8.61,4.443,2,normal
2026-03-30T00:01:01.000Z,4.9817,1.2051,124.6154,8.69,4.556,2,normal
2026-03-30T00:01:02.000Z,4.9719,1.1978,124.6154,10.44,4.543,2,normal
2026-03-30T00:01:03.000Z,4.9695,1.1978,124.6154,9.45,4.567,2,normal
2026-03-30T00:01:04.000Z,4.9548,1.2015,124.7863,7.74,4.425,2,normal
2026-03-30T00:01:05.000Z,4.967,1.2088,124.4872,9.0,4.556,2,normal
2026-03-30T00:01:06.000Z,4.9695,1.2015,124.5726,9.36,4.558,2,normal
2026-03-30T00:01:07.000Z,4.9695,1.2015,124.5726,8.73,4.467,2,normal
2026-03-30T00:01:08.000Z,4.9695,1.2015,124.5299,9.99,4.47,2,normal
2026-03-30T00:01:09.000Z,4.9573,1.1978,124.7863,11.57,4.484,2,normal
2026-03-30T00:01:10.000Z,4.9744,1.2015,124.7009,9.71,4.574,2,normal
2026-03-30T00:01:11.000Z,4.9988,1.1978,124.6581,10.46,4.487,2,normal
2026-03-30T00:01:12.000Z,4.967,1.1941,124.4872,9.02,4.479,2,normal
2026-03-30T00:01:13.000Z,4.9719,1.1978,124.4017,9.79,4.565,2,normal
2026-03-30T00:01:14.000Z,4.9719,1.1978,124.2735,8.11,4.474,2,normal
2026-03-30T00:01:15.000Z,4.9817,1.1978,124.7009,10.8,4.554,2,normal
2026-03-30T00:01:16.000Z,4.967,1.1978,124.4872,10.97,4.482,2,normal
2026-03-30T00:01:17.000Z,4.9817,1.1905,124.4872,11.18,4.525,2,normal
2026-03-30T00:01:18.000Z,4.967,1.1978,124.6581,11.29,4.419,2,normal
2026-03-30T00:01:19.000Z,4.9866,1.1941,124.4444,9.05,4.491,2,normal
2026-03-30T00:01:20.000Z,4.9792,1.1905,124.4017,10.26,4.544,2,normal
2026-03-30T00:01:21.000Z,4.9792,1.1941,124.5299,9.72,4.471,2,normal
2026-03-30T00:01:22.000Z,4.9597,1.1978,124.6154,9.18,4.451,2,normal
2026-03-30T00:01:23.000Z,4.9768,1.1905,124.6154,10.25,4.43,2,normal
2026-03-30T00:01:24.000Z,4.9841,1.2015,124.3162,11.5,4.494,2,normal
2026-03-30T00:01:25.000Z,4.9915,1.2088,124.4872,9.94,4.54,2,normal
2026-03-30T00:01:26.000Z,4.9817,1.2051,124.6154,12.49,4.501,2,normal
2026-03-30T00:01:27.000Z,4.9792,1.2015,124.6154,8.87,4.546,2,normal
2026-03-30T00:01:28.000Z,4.9499,1.1905,124.2735,8.23,4.559,2,normal
2026-03-30T00:01:29.000Z,4.9646,1.1905,124.3162,9.76,4.504,2,normal
2026-03-30T00:01:30.000Z,4.967,1.1941,124.7009,10.07,4.459,2,normal
2026-03-30T00:01:31.000Z,4.9621,1.1941,124.3162,9.61,4.46,2,normal
2026-03-30T00:01:32.000Z,4.9792,1.1978,124.6154,10.9,4.504,2,normal
2026-03-30T00:01:33.000Z,4.9817,1.1978,124.5726,8.2,4.428,2,normal
2026-03-30T00:01:34.000Z,4.9817,1.1978,124.3162,10.22,4.483,2,normal
2026-03-30T00:01:35.000Z,4.9695,1.1978,124.6581,7.78,4.541,2,normal
2026-03-30T00:01:36.000Z,4.9768,1.1941,124.4872,11.42,4.554,2,normal
2026-03-30T00:01:37.000Z,4.9719,1.1978,124.6154,8.46,4.515,2,normal
2026-03-30T00:01:38.000Z,4.9841,1.1978,124.4872,9.98,4.47,2,normal
2026-03-30T00:01:39.000Z,4.967,1.2015,124.4017,10.96,4.437,2,normal
2026-03-30T00:01:40.000Z,4.9744,1.1941,124.4444,10.78,4.421,2,normal
2026-03-30T00:01:41.000Z,4.9719,1.1978,124.4444,9.95,4.478,2,normal
2026-03-30T00:01:42.000Z,4.9841,1.2015,124.5299,8.76,4.537,2,normal
2026-03-30T00:01:43.000Z,4.9695,1.2015,124.5299,9.99,4.504,2,normal
2026-03-30T00:01:44.000Z,4.9768,1.1941,124.6154,8.28,4.522,2,normal
2026-03-30T00:01:45.000Z,4.9524,1.2015,124.4872,10.09,4.443,2,normal
2026-03-30T00:01:46.000Z,4.9866,1.1978,124.6154,9.59,4.53,2,normal
2026-03-30T00:01:47.000Z,4.9695,1.1941,124.4872,8.68,4.436,2,normal
2026-03-30T00:01:48.000Z,4.9524,1.2015,124.6581,10.08,4.47,2,normal
2026-03-30T00:01:49.000Z,4.9524,1.1941,124.3162,10.93,4.429,2,normal
2026-03-30T00:01:50.000Z,4.9621,1.2051,124.4017,11.03,4.553,2,normal
2026-03-30T00:01:51.000Z,4.9719,1.2088,124.4017,9.65,4.472,2,normal
2026-03-30T00:01:52.000Z,4.9792,1.1941,124.359,9.8,4.552,2,normal
2026-03-30T00:01:53.000Z,4.9719,1.2051,124.4872,9.47,4.55,2,normal
2026-03-30T00:01:54.000Z,4.9646,1.1978,124.4444,6.89,4.461,2,normal
2026-03-30T00:01:55.000Z,4.9646,1.1941,124.5299,10.01,4.535,2,normal
2026-03-30T00:01:56.000Z,4.9963,1.2015,124.4444,9.43,4.557,2,normal
2026-03-30T00:01:57.000Z,4.9866,1.1941,124.4872,9.15,4.421,2,normal
2026-03-30T00:01:58.000Z,4.9719,1.2015,124.5299,11.88,4.472,2,normal
2026-03-30T00:01:59.000Z,4.9646,1.1978,124.6581,10.08,4.571,2,normal
2026-03-30T00:02:00.000Z,4.9841,1.1905,124.6581,10.05,4.529,2,normal
2026-03-30T00:02:01.000Z,4.967,1.2015,124.359,9.35,4.452,2,normal
2026-03-30T00:02:02.000Z,4.967,1.1941,124.4444,9.22,4.502,2,normal
2026-03-30T00:02:03.000Z,4.9841,1.1941,124.2308,11.37,4.458,2,normal
2026-03-30T00:02:04.000Z,4.9817,1.2015,124.4872,10.41,4.503,2,normal
2026-03-30T00:02:05.000Z,4.9695,1.2015,124.4872,11.17,4.533,2,normal
2026-03-30T00:02:06.000Z,4.9744,1.1978,124.6581,10.43,4.45,2,normal
2026-03-30T00:02:07.000Z,4.9817,1.2051,124.4872,10.0,4.461,2,normal
2026-03-30T00:02:08.000Z,4.9744,1.1978,124.6581,9.35,4.557,2,normal
2026-03-30T00:02:09.000Z,4.9768,1.1941,124.188,9.22,4.485,2,normal
2026-03-30T00:02:10.000Z,4.9792,1.2051,124.4872,9.4,4.548,2,normal
2026-03-30T00:02:11.000Z,4.9792,1.1978,124.4444,9.58,4.44,2,normal
2026-03-30T00:02:12.000Z,4.9719,1.2015,124.359,9.82,4.539,2,normal
2026-03-30T00:02:13.000Z,4.9646,1.2015,124.2735,11.2,4.488,2,normal
2026-03-30T00:02:14.000Z,4.9841,1.2051,124.188,9.74,4.514,2,normal
2026-03-30T00:02:15.000Z,4.9646,1.2015,124.2735,9.56,4.45,2,normal
2026-03-30T00:02:16.000Z,4.9719,1.2015,124.4444,10.26,4.417,2,normal
2026-03-30T00:02:17.000Z,4.9792,1.1978,124.2735,10.62,4.528,2,normal
2026-03-30T00:02:18.000Z,4.9646,1.1941,124.4017,7.44,4.543,2,normal
2026-03-30T00:02:19.000Z,4.9646,1.2051,124.3162,9.34,4.503,2,normal
2026-03-30T00:02:20.000Z,4.9597,1.2015,124.2735,9.43,4.443,2,normal
2026-03-30T00:02:21.000Z,4.9915,1.1941,124.4017,9.45,4.436,2,normal
2026-03-30T00:02:22.000Z,4.9621,1.2051,124.4017,9.37,4.496,2,normal
2026-03-30T00:02:23.000Z,4.9768,1.1941,124.4872,10.29,4.457,2,normal
2026-03-30T00:02:24.000Z,4.989,1.2015,124.7863,8.66,4.571,2,normal
2026-03-30T00:02:25.000Z,4.9768,1.1978,124.7009,10.25,4.54,2,normal
2026-03-30T00:02:26.000Z,4.9792,1.2015,124.2735,9.45,4.509,2,normal
2026-03-30T00:02:27.000Z,4.967,1.2015,124.359,10.42,4.47,2,normal
2026-03-30T00:02:28.000Z,4.9597,1.1941,124.3162,11.38,4.463,2,normal
2026-03-30T00:02:29.000Z,4.9695,1.1941,124.7436,9.54,4.47,2,normal
2026-03-30T00:02:30.000Z,4.9988,1.1941,124.2735,10.6,4.572,2,normal
2026-03-30T00:02:31.000Z,4.9646,1.1978,124.359,10.22,4.475,2,normal
2026-03-30T00:02:32.000Z,4.9621,1.1978,124.4872,9.1,4.506,2,normal
2026-03-30T00:02:33.000Z,4.9719,1.1978,124.6154,9.35,4.574,2,normal
2026-03-30T00:02:34.000Z,4.9719,1.2015,124.4017,11.07,4.505,2,normal
2026-03-30T00:02:35.000Z,4.9939,1.2051,124.8718,9.3,4.438,2,normal
2026-03-30T00:02:36.000Z,4.9646,1.1978,124.5726,8.55,4.462,2,normal
2026-03-30T00:02:37.000Z,4.9524,1.1978,124.7009,11.38,4.481,2,normal
2026-03-30T00:02:38.000Z,4.9695,1.2051,124.6154,8.32,4.463,2,normal
2026-03-30T00:02:39.000Z,4.967,1.2051,124.4872,9.32,4.549,2,normal
2026-03-30T00:02:40.000Z,4.9841,1.1832,124.4444,7.66,4.495,2,normal
2026-03-30T00:02:41.000Z,4.9866,1.1941,124.5726,11.1,4.504,2,normal
2026-03-30T00:02:42.000Z,4.9792,1.2015,124.359,11.49,4.507,2,normal
2026-03-30T00:02:43.000Z,4.9939,1.2088,124.4872,10.39,4.529,2,normal
2026-03-30T00:02:44.000Z,4.967,1.1941,124.5299,8.06,4.575,2,normal
2026-03-30T00:02:45.000Z,4.9768,1.1941,124.4444,9.84,4.556,2,normal
2026-03-30T00:02:46.000Z,4.9695,1.1941,124.5726,9.69,4.534,2,normal
2026-03-30T00:02:47.000Z,4.9841,1.2015,124.2735,10.89,4.57,2,normal
2026-03-30T00:02:48.000Z,4.989,1.1941,124.359,8.02,4.552,2,normal
2026-03-30T00:02:49.000Z,4.9695,1.1978,124.5726,11.57,4.54,2,normal
2026-03-30T00:02:50.000Z,4.9744,1.2051,124.4872,10.55,4.565,2,normal
2026-03-30T00:02:51.000Z,4.9768,1.1978,124.7009,10.14,4.52,2,normal
2026-03-30T00:02:52.000Z,4.967,1.1941,124.5726,7.56,4.426,2,normal
2026-03-30T00:02:53.000Z,4.967,1.1978,124.4872,10.33,4.503,2,normal
2026-03-30T00:02:54.000Z,4.9695,1.2015,124.2308,10.22,4.555,2,normal
2026-03-30T00:02:55.000Z,4.9719,1.2015,124.4017,9.52,4.49,2,normal
2026-03-30T00:02:56.000Z,4.9841,1.2088,124.4444,9.98,4.561,2,normal
2026-03-30T00:02:57.000Z,4.9719,1.1941,124.4444,10.24,4.511,2,normal
2026-03-30T00:02:58.000Z,4.967,1.1978,124.359,12.06,4.448,2,normal
2026-03-30T00:02:59.000Z,4.9841,1.2015,124.359,11.33,4.508,2,normal
2026-03-30T00:03:00.000Z,4.9768,1.2051,124.5726,9.66,4.462,2,normal
2026-03-30T00:03:01.000Z,4.9695,1.1978,124.2735,9.45,4.513,2,normal
2026-03-30T00:03:02.000Z,4.9768,1.1978,124.1453,11.79,4.511,2,normal
2026-03-30T00:03:03.000Z,4.9866,1.1941,124.359,8.65,4.531,2,normal
2026-03-30T00:03:04.000Z,4.9597,1.1905,124.3162,8.04,4.52,2,normal
2026-03-30T00:03:05.000Z,4.9866,1.1905,124.4017,8.95,4.43,2,normal
2026-03-30T00:03:06.000Z,4.9915,1.2015,124.4017,10.4,4.502,2,normal
2026-03-30T00:03:07.000Z,4.9744,1.2088,124.6581,8.79,4.46,2,normal
2026-03-30T00:03:08.000Z,4.9646,1.2015,124.5299,8.1,4.472,2,normal
2026-03-30T00:03:09.000Z,4.9939,1.2088,124.7436,12.25,4.556,2,normal
2026-03-30T00:03:10.000Z,4.9475,1.2088,124.4017,9.43,4.476,2,normal
2026-03-30T00:03:11.000Z,4.9744,1.1941,124.4872,9.58,4.525,2,normal
2026-03-30T00:03:12.000Z,4.9646,1.2051,124.359,7.39,4.434,2,normal
2026-03-30T00:03:13.000Z,4.9792,1.2051,124.4872,8.89,4.563,2,normal
2026-03-30T00:03:14.000Z,4.9792,1.2051,124.4872,7.62,4.465,2,normal
2026-03-30T00:03:15.000Z,4.9792,1.2051,124.4017,9.53,4.495,2,normal
2026-03-30T00:03:16.000Z,4.989,1.2015,124.7436,10.89,4.526,2,normal
2026-03-30T00:03:17.000Z,4.9524,1.1905,124.4444,10.78,4.443,2,normal
2026-03-30T00:03:18.000Z,4.9792,1.1941,124.4017,9.93,4.568,2,normal
2026-03-30T00:03:19.000Z,4.9768,1.1868,124.6154,10.89,4.555,2,normal
2026-03-30T00:03:20.000Z,4.9841,1.1868,124.6581,9.04,4.475,2,normal
2026-03-30T00:03:21.000Z,4.9792,1.2051,124.4017,11.4,4.489,2,normal
2026-03-30T00:03:22.000Z,4.9646,1.1978,124.359,9.7,4.543,2,normal
2026-03-30T00:03:23.000Z,4.9817,1.1978,124.4872,9.7,4.539,2,normal
2026-03-30T00:03:24.000Z,4.9817,1.2015,124.4872,9.12,4.44,2,normal
2026-03-30T00:03:25.000Z,4.9744,1.2015,124.4872,9.37,4.438,2,normal
2026-03-30T00:03:26.000Z,4.9817,1.1978,124.4872,9.65,4.419,2,normal
2026-03-30T00:03:27.000Z,4.9695,1.1978,124.4872,10.51,4.426,2,normal
2026-03-30T00:03:28.000Z,4.9646,1.1978,124.4444,8.55,4.542,2,normal
2026-03-30T00:03:29.000Z,4.9768,1.1868,124.4017,9.78,4.423,2,normal
2026-03-30T00:03:30.000Z,4.9573,1.1941,124.5299,9.71,4.573,2,normal
2026-03-30T00:03:31.000Z,4.9792,1.1941,124.6154,10.92,4.496,2,normal
2026-03-30T00:03:32.000Z,4.9744,1.2051,124.5299,10.65,4.428,2,normal
2026-03-30T00:03:33.000Z,4.989,1.1941,124.4444,9.56,4.575,2,normal
2026-03-30T00:03:34.000Z,4.9744,1.1978,124.3162,9.51,4.528,2,normal
2026-03-30T00:03:35.000Z,4.9646,1.2015,124.6154,8.08,4.453,2,normal
2026-03-30T00:03:36.000Z,4.9792,1.1978,124.359,10.91,4.482,2,normal
2026-03-30T00:03:37.000Z,4.9817,1.1978,124.6154,8.94,4.442,2,normal
2026-03-30T00:03:38.000Z,4.9744,1.2015,124.5299,9.44,4.433,2,normal
2026-03-30T00:03:39.000Z,4.9573,1.1941,124.4444,9.33,4.508,2,normal
2026-03-30T00:03:40.000Z,4.9817,1.1941,124.4444,11.21,4.537,2,normal
2026-03-30T00:03:41.000Z,4.9646,1.2051,124.6154,9.6,4.475,2,normal
2026-03-30T00:03:42.000Z,4.9719,1.1978,124.359,9.16,4.434,2,normal
2026-03-30T00:03:43.000Z,4.967,1.2015,124.5299,8.38,4.547,2,normal
2026-03-30T00:03:44.000Z,4.9548,1.2015,124.7009,8.48,4.523,2,normal
2026-03-30T00:03:45.000Z,4.9792,1.2015,124.7863,9.15,4.448,2,normal
2026-03-30T00:03:46.000Z,4.967,1.1978,124.4444,9.97,4.556,2,normal
2026-03-30T00:03:47.000Z,4.9719,1.2051,124.3162,11.1,4.421,2,normal
2026-03-30T00:03:48.000Z,4.9695,1.1941,124.4444,10.37,4.476,2,normal
2026-03-30T00:03:49.000Z,4.9597,1.1978,124.4017,9.65,4.426,2,normal
2026-03-30T00:03:50.000Z,4.9866,1.1978,124.5726,9.08,4.523,2,normal
2026-03-30T00:03:51.000Z,4.9768,1.1978,124.3162,11.74,4.434,2,normal
2026-03-30T00:03:52.000Z,4.9792,1.1978,124.359,8.64,4.523,2,normal
2026-03-30T00:03:53.000Z,4.9792,1.1978,124.6154,9.82,4.466,2,normal
2026-03-30T00:03:54.000Z,4.9817,1.1978,124.4872,10.9,4.418,2,normal
2026-03-30T00:03:55.000Z,4.9695,1.1941,124.4444,11.09,4.497,2,normal
2026-03-30T00:03:56.000Z,4.9597,1.2088,124.6154,10.9,4.426,2,normal
2026-03-30T00:03:57.000Z,4.9792,1.2051,124.7863,8.8,4.511,2,normal
2026-03-30T00:03:58.000Z,4.967,1.2015,124.4444,10.02,4.469,2,normal
2026-03-30T00:03:59.000Z,4.9621,1.2051,124.5299,7.63,4.432,2,normal
2026-03-30T00:04:00.000Z,4.9695,1.1941,124.5299,9.14,4.481,2,normal
2026-03-30T00:04:01.000Z,4.9841,1.1978,124.4017,10.45,4.498,2,normal
2026-03-30T00:04:02.000Z,4.9841,1.2015,124.6154,9.31,4.534,2,normal
2026-03-30T00:04:03.000Z,4.9597,1.1978,124.5726,10.54,4.45,2,normal
2026-03-30T00:04:04.000Z,4.967,1.1978,124.2735,9.22,4.539,2,normal
2026-03-30T00:04:05.000Z,4.9768,1.2015,124.2308,8.55,4.563,2,normal
2026-03-30T00:04:06.000Z,4.9695,1.1905,124.2735,8.2,4.516,2,normal
2026-03-30T00:04:07.000Z,4.9792,1.1941,124.4872,10.22,4.461,2,normal
2026-03-30T00:04:08.000Z,4.9792,1.1978,124.6154,11.07,4.427,2,normal
2026-03-30T00:04:09.000Z,4.9719,1.2051,124.4872,8.17,4.516,2,normal
2026-03-30T00:04:10.000Z,4.9744,1.1905,124.3162,9.15,4.559,2,normal
2026-03-30T00:04:11.000Z,4.9817,1.1978,124.188,8.97,4.491,2,normal
2026-03-30T00:04:12.000Z,4.9792,1.2088,124.4872,11.36,4.472,2,normal
2026-03-30T00:04:13.000Z,4.9646,1.2015,124.4444,10.63,4.487,2,normal
2026-03-30T00:04:14.000Z,4.9817,1.2015,124.3162,10.76,4.461,2,normal
2026-03-30T00:04:15.000Z,4.9817,1.1905,124.359,8.67,4.519,2,normal
2026-03-30T00:04:16.000Z,4.9768,1.1978,124.5299,9.04,4.533,2,normal
2026-03-30T00:04:17.000Z,4.9573,1.2015,124.2735,9.08,4.51,2,normal
2026-03-30T00:04:18.000Z,4.9841,1.2051,124.5726,9.53,4.48,2,normal
2026-03-30T00:04:19.000Z,4.9621,1.1978,124.188,10.84,4.542,2,normal
2026-03-30T00:04:20.000Z,4.9621,1.2015,124.5726,8.24,4.528,2,normal
2026-03-30T00:04:21.000Z,4.9744,1.1941,124.2735,10.32,4.473,2,normal
2026-03-30T00:04:22.000Z,4.9817,1.2051,124.5299,9.45,4.453,2,normal
2026-03-30T00:04:23.000Z,4.9792,1.2015,124.4872,9.43,4.54,2,normal
2026-03-30T00:04:24.000Z,4.9573,1.2051,124.6154,10.15,4.542,2,normal
2026-03-30T00:04:25.000Z,4.9841,1.2051,124.5726,11.74,4.541,2,normal
2026-03-30T00:04:26.000Z,4.9695,1.1941,124.4872,10.32,4.526,2,normal
2026-03-30T00:04:27.000Z,4.9866,1.1978,124.4872,11.74,4.488,2,normal
2026-03-30T00:04:28.000Z,4.9744,1.2015,124.359,8.63,4.55,2,normal
2026-03-30T00:04:29.000Z,4.9939,1.2051,124.2308,9.68,4.459,2,normal
2026-03-30T00:04:30.000Z,4.9841,1.2088,124.3162,9.38,4.544,2,normal
2026-03-30T00:04:31.000Z,4.9817,1.1941,124.5299,8.07,4.506,2,normal
2026-03-30T00:04:32.000Z,4.9866,1.2015,124.7009,9.17,4.54,2,normal
2026-03-30T00:04:33.000Z,4.9963,1.2015,124.4017,10.84,4.567,2,normal
2026-03-30T00:04:34.000Z,4.9866,1.1978,124.4872,10.09,4.425,2,normal
2026-03-30T00:04:35.000Z,4.9768,1.2051,124.359,9.8,4.421,2,normal
2026-03-30T00:04:36.000Z,4.967,1.1941,124.7436,8.29,4.442,2,normal
2026-03-30T00:04:37.000Z,4.9939,1.1978,124.4017,9.26,4.528,2,normal
2026-03-30T00:04:38.000Z,4.9768,1.2015,124.4444,10.28,4.55,2,normal
2026-03-30T00:04:39.000Z,4.9719,1.1978,124.2308,9.71,4.461,2,normal
2026-03-30T00:04:40.000Z,4.9792,1.1905,124.4444,10.85,4.49,2,normal
2026-03-30T00:04:41.000Z,4.989,1.1978,124.7009,9.81,4.501,2,normal
2026-03-30T00:04:42.000Z,4.9817,1.1941,124.4872,10.55,4.455,2,normal
2026-03-30T00:04:43.000Z,4.9841,1.2125,124.2735,11.42,4.426,2,normal
2026-03-30T00:04:44.000Z,4.9744,1.2051,124.2735,9.71,4.478,2,normal
2026-03-30T00:04:45.000Z,4.9792,1.2015,124.2735,9.71,4.418,2,normal
2026-03-30T00:04:46.000Z,4.967,1.1978,124.4872,8.26,4.541,2,normal
2026-03-30T00:04:47.000Z,4.967,1.2051,124.4444,10.26,4.547,2,normal
2026-03-30T00:04:48.000Z,4.9915,1.1905,124.5726,10.28,4.518,2,normal
2026-03-30T00:04:49.000Z,4.9719,1.2015,124.4872,8.62,4.464,2,normal
2026-03-30T00:04:50.000Z,4.9768,1.2088,124.5726,10.59,4.5,2,normal
2026-03-30T00:04:51.000Z,4.9744,1.1978,124.6581,11.84,4.449,2,normal
2026-03-30T00:04:52.000Z,4.989,1.2015,124.3162,9.06,4.435,2,normal
2026-03-30T00:04:53.000Z,4.9915,1.1978,124.2735,7.38,4.476,2,normal
2026-03-30T00:04:54.000Z,4.9744,1.1868,124.6581,9.95,4.502,2,normal
2026-03-30T00:04:55.000Z,4.9597,1.2051,124.5299,10.63,4.55,2,normal
2026-03-30T00:04:56.000Z,4.9744,1.2051,124.359,10.65,4.465,2,normal
2026-03-30T00:04:57.000Z,4.9695,1.1978,124.359,8.84,4.423,2,normal
2026-03-30T00:04:58.000Z,4.9695,1.2051,124.5726,9.88,4.575,2,normal
2026-03-30T00:04:59.000Z,4.9744,1.1978,124.5299,9.05,4.546,2,normal
2026-03-30T00:05:00.000Z,4.9548,1.2051,124.3162,11.06,4.542,2,normal
2026-03-30T00:05:01.000Z,4.9768,1.2015,124.5299,8.8,4.479,2,normal
2026-03-30T00:05:02.000Z,4.9695,1.1941,124.2735,7.29,4.475,2,normal
2026-03-30T00:05:03.000Z,4.9621,1.1941,124.4872,9.66,4.522,2,normal
2026-03-30T00:05:04.000Z,4.9817,1.1978,124.4872,8.52,4.479,2,normal
2026-03-30T00:05:05.000Z,4.9719,1.1978,124.359,11.09,4.576,2,normal
2026-03-30T00:05:06.000Z,4.9988,1.1978,124.4017,9.88,4.552,2,normal
2026-03-30T00:05:07.000Z,4.9817,1.1978,124.1453,9.95,4.523,2,normal
2026-03-30T00:05:08.000Z,4.9695,1.1978,124.5299,10.23,4.505,2,normal
2026-03-30T00:05:09.000Z,4.9646,1.1978,124.7009,7.37,4.521,2,normal
2026-03-30T00:05:10.000Z,4.9646,1.2015,124.5299,10.41,4.44,2,normal
